batch_id,crop,farmer,location,quantity_kg,temperature,humidity,quality_grade,transport_distance_km,delay_hours,quality_score
RICE-00634,Rice,F125,Konaseema,4824,41.73,59.53,B,78,58.8,46.0
RICE-00635,Wheat,F161,Konaseema,2626,22.83,64.5,C,134,0.0,87.8
RICE-00636,Rice,F050,Amalapuram,2932,38.49,78.47,A,122,32.3,36.4
RICE-00637,Maize,F186,Razole,2746,29.35,83.01,A,237,11.0,93.5
RICE-00638,Chilli,F055,Konaseema,871,30.56,69.48,A,22,18.4,52.9
RICE-00639,Chilli,F082,Rajahmundry,3288,18.96,61.23,B,250,6.6,100.0
RICE-00640,Wheat,F216,Amalapuram,3746,41.3,89.93,B,16,29.4,57.8
RICE-00641,Chilli,F016,Kothapeta,4675,37.93,60.72,A,101,44.2,44.9
RICE-00642,Chilli,F134,Amalapuram,4684,28.43,59.29,A,182,23.0,80.4
RICE-00643,Maize,F178,Kothapeta,2713,17.43,47.25,B,52,6.8,95.9
RICE-00644,Chilli,F040,Kothapeta,4815,40.5,78.96,B,152,51.5,65.7
RICE-00645,Maize,F089,Konaseema,2878,24.28,74.68,A,299,13.6,89.4
RICE-00646,Maize,F103,Kothapeta,3389,34.06,89.18,B,248,17.0,76.2
RICE-00647,Wheat,F199,Razole,3208,26.56,51.1,A,18,28.4,100.0
RICE-00648,Chilli,F293,Rajahmundry,4994,28.02,79.58,A,181,15.5,86.6
RICE-00649,Chilli,F251,Amalapuram,3818,41.57,65.7,A,183,34.1,56.3
RICE-00650,Maize,F057,Rajahmundry,1040,22.51,73.06,B,29,19.2,47.5
RICE-00651,Wheat,F006,Rajahmundry,823,22.04,48.52,C,198,0.5,78.7
RICE-00652,Rice,F016,Rajahmundry,2344,26.02,79.68,A,161,2.4,86.2
RICE-00653,Chilli,F179,Amalapuram,2820,44.63,72.87,A,207,40.8,30.1
RICE-00654,Wheat,F047,Rajahmundry,3508,20.35,64.61,A,96,1.3,94.4
RICE-00655,Wheat,F070,Kothapeta,2667,18.66,71.45,A,84,20.0,74.5
RICE-00656,Chilli,F254,Konaseema,2815,31.12,57.35,A,223,14.9,80.7
RICE-00657,Wheat,F262,Amalapuram,4647,23.99,59.21,A,219,12.8,97.7
RICE-00658,Rice,F251,Razole,2006,25.04,60.37,A,56,13.9,45.8
RICE-00659,Maize,F076,Konaseema,2720,17.72,46.47,A,72,32.6,88.8
RICE-00660,Rice,F186,Kothapeta,3008,23.61,73.62,A,180,3.1,75.0
RICE-00661,Wheat,F183,Razole,2607,26.96,76.92,B,250,32.5,66.3
RICE-00662,Rice,F056,Konaseema,4856,31.65,57.99,A,68,2.5,85.0
RICE-00663,Rice,F166,Kothapeta,4829,36.79,68.48,B,73,32.1,42.7
RICE-00664,Wheat,F158,Amalapuram,2809,35.29,62.34,C,244,10.0,95.6
RICE-00665,Wheat,F119,Kothapeta,2527,23.58,68.28,A,212,15.6,78.0
RICE-00666,Wheat,F225,Amalapuram,3150,23.58,58.72,A,271,1.0,93.1
RICE-00667,Chilli,F203,Rajahmundry,1313,34.69,56.17,A,237,1.3,93.0
RICE-00668,Chilli,F160,Konaseema,2416,40.92,75.52,A,286,38.8,45.0
RICE-00669,Rice,F218,Rajahmundry,1476,24.24,64.36,A,64,19.8,69.6
RICE-00670,Chilli,F229,Razole,1148,41.93,85.22,A,88,49.8,51.8
RICE-00671,Wheat,F170,Rajahmundry,928,33.77,65.46,A,79,30.1,92.6
RICE-00672,Wheat,F081,Rajahmundry,3141,34.33,55.74,A,26,5.1,79.4
RICE-00673,Rice,F227,Konaseema,502,22.92,77.27,A,235,14.2,64.3
RICE-00674,Wheat,F215,Rajahmundry,3407,26.79,71.31,B,201,0.9,54.7
RICE-00675,Wheat,F295,Kothapeta,2443,27.45,72.27,A,34,8.6,92.5
RICE-00676,Wheat,F045,Rajahmundry,2149,22.07,76.91,A,67,6.8,71.8
RICE-00677,Rice,F126,Rajahmundry,3961,26.72,58.47,B,65,16.6,85.0
RICE-00678,Wheat,F277,Kothapeta,2924,27.03,63.73,A,126,22.2,98.6
RICE-00679,Chilli,F154,Amalapuram,3800,32.7,63.29,B,142,21.9,60.4
RICE-00680,Wheat,F282,Konaseema,3692,33.04,52.09,A,93,3.6,79.3
RICE-00681,Rice,F004,Konaseema,644,25.35,62.36,A,279,22.0,77.4
RICE-00682,Chilli,F011,Amalapuram,1469,25.93,78.36,C,71,11.6,85.7
RICE-00683,Chilli,F239,Rajahmundry,3064,44.5,67.37,A,172,38.1,67.0
RICE-00684,Rice,F108,Kothapeta,4889,24.07,51.54,A,137,4.9,60.1
RICE-00685,Chilli,F156,Kothapeta,1194,29.94,49.44,C,122,6.4,88.5
RICE-00686,Maize,F128,Amalapuram,975,26.56,81.65,B,249,29.4,95.5
RICE-00687,Wheat,F122,Kothapeta,4734,22.15,64.1,B,293,15.1,77.2
RICE-00688,Maize,F281,Razole,4850,22.22,58.53,A,11,13.7,77.9
RICE-00689,Chilli,F029,Rajahmundry,1253,34.24,62.26,A,144,9.4,86.3
RICE-00690,Chilli,F231,Razole,2307,38.26,50.23,B,44,37.6,53.1
RICE-00691,Chilli,F267,Razole,3319,35.2,79.23,A,135,25.1,88.7
RICE-00692,Chilli,F197,Rajahmundry,1378,24.43,61.07,A,188,4.8,88.4
RICE-00693,Chilli,F119,Kothapeta,1968,28.46,78.67,B,129,9.3,65.3
RICE-00694,Rice,F048,Rajahmundry,2278,38.96,65.52,A,99,9.9,94.9
RICE-00695,Maize,F205,Amalapuram,3387,21.71,79.3,A,100,13.5,97.5
RICE-00696,Wheat,F141,Konaseema,1886,17.51,67.57,A,96,5.0,82.8
RICE-00697,Wheat,F045,Kothapeta,2355,33.43,73.53,A,104,16.4,57.6
RICE-00698,Rice,F108,Konaseema,1803,22.87,72.19,B,118,26.5,78.3
RICE-00699,Rice,F288,Konaseema,3918,26.9,71.23,B,209,1.1,82.9
RICE-00700,Wheat,F080,Rajahmundry,1188,24.07,68.48,A,37,0.7,62.8
RICE-00701,Wheat,F054,Razole,1538,28.34,62.67,A,21,7.2,74.6
RICE-00702,Rice,F204,Amalapuram,1624,22.25,84.15,A,159,7.6,58.9
RICE-00703,Rice,F060,Rajahmundry,4576,26.1,55.93,A,207,32.0,89.1
RICE-00704,Rice,F276,Konaseema,4750,39.26,65.04,A,85,34.1,51.5
RICE-00705,Wheat,F257,Amalapuram,2750,21.96,65.15,C,68,21.4,55.3
RICE-00706,Rice,F295,Razole,1203,36.85,69.02,A,191,29.0,47.0
RICE-00707,Wheat,F273,Amalapuram,3902,25.26,60.71,A,121,9.1,79.2
RICE-00708,Maize,F073,Razole,2714,19.86,68.15,C,223,2.5,87.7
RICE-00709,Maize,F064,Rajahmundry,4323,24.89,63.31,A,52,19.8,74.1
RICE-00710,Wheat,F103,Konaseema,2119,27.59,49.18,C,45,16.9,68.0
RICE-00711,Wheat,F141,Konaseema,4994,25.0,65.1,A,170,24.9,68.4
RICE-00712,Wheat,F264,Rajahmundry,4131,38.58,53.99,A,123,53.9,30.9
RICE-00713,Chilli,F220,Kothapeta,1507,26.9,47.66,C,221,10.6,80.3
RICE-00714,Chilli,F193,Kothapeta,3764,23.72,66.37,A,156,13.7,82.2
RICE-00715,Chilli,F263,Kothapeta,1791,38.06,69.88,A,112,26.5,34.2
RICE-00716,Wheat,F194,Kothapeta,2074,44.08,70.27,A,56,59.3,36.4
RICE-00717,Maize,F114,Razole,1626,24.68,70.67,B,57,19.4,74.7
RICE-00718,Rice,F124,Kothapeta,3569,29.43,45.67,A,229,11.8,100.0
RICE-00719,Wheat,F155,Konaseema,1682,43.89,51.39,A,75,31.0,32.2
RICE-00720,Rice,F027,Razole,3374,38.68,84.74,B,155,57.9,45.2
RICE-00721,Chilli,F222,Razole,3121,37.66,54.53,B,247,39.5,37.4
RICE-00722,Chilli,F196,Konaseema,3878,29.54,71.11,A,270,26.5,86.3
RICE-00723,Rice,F219,Amalapuram,4970,18.13,58.13,A,87,28.7,59.3
RICE-00724,Chilli,F160,Razole,539,29.27,65.8,A,41,15.6,92.6
RICE-00725,Rice,F235,Razole,4956,33.16,58.67,A,234,31.6,66.3
RICE-00726,Wheat,F284,Konaseema,992,25.89,70.62,A,209,11.6,93.6
RICE-00727,Rice,F171,Konaseema,2870,31.98,66.37,A,106,21.5,76.8
RICE-00728,Maize,F133,Kothapeta,2034,23.55,60.52,A,182,7.5,73.4
RICE-00729,Wheat,F032,Kothapeta,3375,42.31,54.5,A,64,48.7,55.4
RICE-00730,Wheat,F233,Rajahmundry,3747,27.71,67.68,B,213,5.2,88.5
RICE-00731,Maize,F271,Kothapeta,4369,18.22,52.87,A,220,8.6,94.6
RICE-00732,Chilli,F210,Rajahmundry,2308,25.8,69.27,C,96,24.9,86.5
RICE-00733,Chilli,F259,Amalapuram,4698,33.43,91.26,C,145,5.6,73.3
RICE-00734,Rice,F258,Kothapeta,1950,40.35,78.5,A,106,25.9,52.5
RICE-00735,Wheat,F239,Konaseema,1417,20.6,72.18,C,19,0.2,98.1
RICE-00736,Wheat,F151,Kothapeta,2206,21.84,64.14,B,46,10.0,82.0
RICE-00737,Maize,F030,Konaseema,2878,26.68,45.61,A,288,29.6,100.0
RICE-00738,Wheat,F001,Kothapeta,3506,25.17,51.78,B,142,32.9,92.8
RICE-00739,Chilli,F062,Amalapuram,4247,34.0,77.83,A,52,4.6,83.2
RICE-00740,Chilli,F129,Konaseema,1511,31.77,57.1,B,22,8.5,83.8
RICE-00741,Chilli,F223,Konaseema,1864,42.33,58.01,A,112,49.2,32.0
RICE-00742,Wheat,F137,Kothapeta,4724,27.73,63.34,A,295,21.9,61.2
RICE-00743,Maize,F007,Rajahmundry,2479,28.97,54.38,A,121,14.9,78.6
RICE-00744,Chilli,F063,Konaseema,1587,22.69,52.73,C,299,5.6,83.3
RICE-00745,Maize,F293,Kothapeta,4935,31.29,64.5,A,151,12.7,73.8
RICE-00746,Wheat,F296,Amalapuram,2520,21.44,56.08,A,231,7.2,85.1
RICE-00747,Maize,F113,Rajahmundry,4932,31.18,57.59,A,237,28.1,80.3
RICE-00748,Maize,F241,Kothapeta,4636,32.93,57.19,A,18,17.5,91.6
RICE-00749,Rice,F216,Rajahmundry,4577,28.05,70.22,B,11,18.7,89.9
RICE-00750,Chilli,F279,Amalapuram,3118,39.24,62.68,B,277,55.5,55.6
RICE-00751,Rice,F266,Konaseema,4093,29.0,63.21,A,280,11.3,59.5
RICE-00752,Rice,F188,Kothapeta,4822,12.69,70.97,A,48,32.8,100.0
RICE-00753,Chilli,F118,Razole,1711,28.51,63.58,A,197,25.3,77.9
RICE-00754,Wheat,F188,Rajahmundry,669,26.43,62.22,A,277,6.5,78.8
RICE-00755,Maize,F096,Rajahmundry,1943,44.1,69.7,B,285,29.4,37.8
RICE-00756,Wheat,F105,Rajahmundry,3366,30.53,71.68,B,95,0.0,72.7
RICE-00757,Maize,F183,Razole,2962,26.63,63.53,A,247,29.1,100.0
RICE-00758,Rice,F171,Amalapuram,862,21.3,65.81,A,197,14.4,100.0
RICE-00759,Wheat,F174,Kothapeta,3023,26.29,57.18,A,279,4.3,86.7
RICE-00760,Rice,F116,Konaseema,1284,27.34,56.39,A,52,12.3,78.4
RICE-00761,Wheat,F123,Kothapeta,2774,27.57,72.69,A,184,14.1,89.3
RICE-00762,Chilli,F004,Amalapuram,3090,36.81,69.45,B,17,44.8,65.1
RICE-00763,Chilli,F180,Konaseema,3365,40.58,69.55,A,113,46.0,44.1
RICE-00764,Maize,F173,Amalapuram,2356,21.57,67.81,C,13,20.5,85.1
RICE-00765,Chilli,F280,Kothapeta,2337,27.88,65.46,A,138,7.4,73.4
RICE-00766,Wheat,F151,Amalapuram,3553,41.93,71.96,A,245,28.6,39.5
RICE-00767,Maize,F140,Rajahmundry,3871,18.33,74.35,A,200,22.1,83.1
RICE-00768,Rice,F021,Kothapeta,4134,27.9,74.11,A,101,2.5,89.0
RICE-00769,Maize,F059,Rajahmundry,2000,24.07,63.99,A,133,14.3,70.7
RICE-00770,Wheat,F102,Razole,2408,25.15,78.87,A,116,12.7,90.7
RICE-00771,Chilli,F113,Konaseema,1988,22.48,67.28,B,222,29.1,66.4
RICE-00772,Rice,F109,Amalapuram,2873,26.15,71.32,A,87,9.7,71.4
RICE-00773,Wheat,F118,Razole,1072,36.21,67.82,B,36,10.3,72.1
RICE-00774,Chilli,F230,Kothapeta,2435,20.68,67.47,B,156,20.5,63.9
RICE-00775,Chilli,F040,Amalapuram,1349,21.15,57.64,A,250,1.3,95.2
RICE-00776,Maize,F100,Kothapeta,2895,20.49,72.01,A,148,9.8,65.5
RICE-00777,Rice,F049,Rajahmundry,4327,35.64,93.45,A,69,7.4,69.5
RICE-00778,Maize,F093,Amalapuram,4934,24.69,61.25,A,23,10.6,98.8
RICE-00779,Chilli,F205,Konaseema,2508,26.87,65.71,B,283,20.5,71.4
RICE-00780,Chilli,F014,Amalapuram,753,24.99,60.54,C,230,17.5,77.2
RICE-00781,Wheat,F102,Rajahmundry,1525,22.28,60.12,A,55,4.5,64.8
RICE-00782,Rice,F008,Razole,971,25.82,80.44,A,31,13.4,92.5
RICE-00783,Rice,F286,Rajahmundry,3917,39.29,58.27,B,47,26.9,92.7
RICE-00784,Maize,F218,Rajahmundry,4931,33.96,60.26,B,119,3.7,91.1
RICE-00785,Wheat,F073,Konaseema,2992,22.74,49.13,A,245,13.5,88.1
RICE-00786,Rice,F060,Amalapuram,1295,30.24,57.42,B,56,10.1,81.1
RICE-00787,Wheat,F030,Konaseema,595,22.84,47.92,A,247,11.4,72.1
RICE-00788,Wheat,F142,Konaseema,4892,18.12,71.32,A,10,4.3,67.8
RICE-00789,Rice,F226,Rajahmundry,1923,32.1,93.0,A,224,26.1,99.3
RICE-00790,Rice,F175,Rajahmundry,1004,43.64,61.33,A,91,59.2,58.8
RICE-00791,Maize,F264,Konaseema,1296,32.23,48.33,B,288,22.3,69.6
RICE-00792,Wheat,F103,Razole,1648,24.65,74.0,A,147,5.8,80.6
RICE-00793,Chilli,F084,Kothapeta,3451,26.17,57.73,A,88,5.7,75.5
RICE-00794,Maize,F143,Konaseema,4513,40.18,77.99,A,80,30.5,66.7
RICE-00795,Maize,F061,Rajahmundry,1737,28.96,62.18,A,249,21.9,82.7
RICE-00796,Chilli,F292,Rajahmundry,3592,25.03,58.68,A,126,14.1,73.8
RICE-00797,Maize,F056,Kothapeta,792,18.9,63.22,A,112,19.6,65.7
RICE-00798,Maize,F144,Razole,545,27.57,72.58,B,223,9.1,57.8
RICE-00799,Maize,F157,Amalapuram,747,32.4,62.73,A,165,11.9,56.5
RICE-00800,Rice,F018,Razole,4654,21.01,60.03,B,202,5.4,74.4
RICE-00801,Maize,F141,Kothapeta,3117,30.19,63.01,A,139,21.0,78.7
RICE-00802,Wheat,F136,Rajahmundry,4123,28.66,52.28,B,28,5.1,66.9
RICE-00803,Chilli,F078,Konaseema,597,44.34,68.97,B,11,42.8,34.1
RICE-00804,Wheat,F039,Konaseema,600,31.36,47.13,A,21,8.8,79.0
RICE-00805,Chilli,F014,Rajahmundry,4319,23.53,60.56,A,176,12.2,88.7
RICE-00806,Wheat,F003,Amalapuram,961,44.51,72.59,C,158,51.2,38.3
RICE-00807,Rice,F144,Amalapuram,1199,24.33,68.03,A,226,12.2,68.2
RICE-00808,Maize,F027,Razole,2835,31.45,70.9,B,269,9.0,81.7
RICE-00809,Chilli,F287,Konaseema,3229,24.29,64.35,A,60,11.7,61.1
RICE-00810,Rice,F074,Kothapeta,1529,23.53,76.7,A,287,20.9,88.1
RICE-00811,Chilli,F196,Amalapuram,2501,17.89,74.25,A,280,5.4,65.9
RICE-00812,Wheat,F202,Konaseema,3536,35.76,69.46,B,188,10.7,93.8
RICE-00813,Maize,F149,Rajahmundry,2492,42.17,74.28,A,163,37.8,37.9
RICE-00814,Chilli,F265,Konaseema,2221,38.94,72.5,B,61,54.3,44.2
RICE-00815,Chilli,F034,Konaseema,823,31.84,60.61,B,61,11.0,63.2
RICE-00816,Rice,F070,Razole,2533,29.88,51.56,A,15,30.1,69.8
RICE-00817,Rice,F076,Rajahmundry,4112,25.78,69.2,A,197,10.4,85.7
RICE-00818,Wheat,F041,Konaseema,3320,38.75,70.46,A,135,57.6,43.1
RICE-00819,Chilli,F089,Razole,4518,24.86,75.9,A,65,10.3,100.0
RICE-00820,Rice,F094,Kothapeta,1067,40.17,55.64,B,48,1.2,80.6
RICE-00821,Wheat,F229,Rajahmundry,549,43.0,55.94,A,28,33.5,58.4
RICE-00822,Rice,F091,Konaseema,2966,24.68,69.6,A,195,6.7,75.7
RICE-00823,Wheat,F263,Rajahmundry,1303,29.33,64.29,B,208,23.4,96.5
RICE-00824,Wheat,F232,Razole,3172,37.77,46.14,A,193,45.2,59.1
RICE-00825,Rice,F270,Rajahmundry,4567,44.89,68.75,A,42,33.6,40.2
RICE-00826,Wheat,F032,Amalapuram,2017,23.69,46.48,A,21,24.3,44.9
RICE-00827,Chilli,F295,Rajahmundry,2972,29.51,55.55,A,40,27.5,63.2
RICE-00828,Chilli,F184,Razole,3567,32.33,78.52,B,227,24.6,87.0
RICE-00829,Rice,F294,Konaseema,1175,28.92,83.25,A,224,3.5,60.3
RICE-00830,Rice,F107,Rajahmundry,4538,27.47,52.84,A,95,7.0,86.4
RICE-00831,Rice,F285,Razole,1412,44.07,61.71,A,26,51.4,51.5
RICE-00832,Maize,F176,Amalapuram,4137,26.72,65.43,A,102,14.4,72.5
RICE-00833,Rice,F022,Kothapeta,3469,24.12,82.81,B,244,9.3,65.5
RICE-00834,Chilli,F123,Amalapuram,1134,24.75,60.07,A,51,19.2,72.9
RICE-00835,Chilli,F042,Kothapeta,3761,34.4,60.23,B,240,22.1,65.5
RICE-00836,Chilli,F282,Rajahmundry,1384,26.46,80.49,B,144,6.3,78.5
RICE-00837,Rice,F092,Rajahmundry,3197,23.07,61.25,A,51,14.2,81.5
RICE-00838,Rice,F067,Amalapuram,4818,24.42,72.22,B,280,21.3,75.4
RICE-00839,Chilli,F166,Rajahmundry,4789,32.5,50.23,A,160,0.4,100.0
RICE-00840,Maize,F128,Kothapeta,4420,30.38,63.29,C,204,12.1,69.2
RICE-00841,Wheat,F029,Razole,2723,29.8,48.4,A,38,0.9,100.0
RICE-00842,Chilli,F245,Razole,3017,25.71,54.45,A,117,2.2,64.4
RICE-00843,Rice,F253,Kothapeta,1851,29.87,73.39,A,193,6.4,81.1
RICE-00844,Rice,F223,Kothapeta,4644,23.78,64.5,A,197,16.8,97.7
RICE-00845,Rice,F185,Kothapeta,2647,25.7,61.81,B,28,8.8,97.0
RICE-00846,Rice,F121,Rajahmundry,3972,31.85,57.51,A,185,5.5,73.7
RICE-00847,Rice,F163,Amalapuram,2118,31.37,62.79,A,283,12.5,88.3
RICE-00848,Chilli,F156,Amalapuram,3831,22.09,68.01,A,238,0.5,86.3
RICE-00849,Wheat,F050,Amalapuram,1509,22.72,74.83,B,70,16.3,71.9
RICE-00850,Chilli,F025,Konaseema,3802,27.54,38.75,B,274,23.3,89.2
RICE-00851,Chilli,F076,Amalapuram,706,35.63,56.68,A,208,11.2,100.0
RICE-00852,Chilli,F136,Konaseema,971,17.42,66.59,A,26,10.0,87.1
RICE-00853,Rice,F048,Konaseema,2084,28.39,64.01,A,47,15.7,88.5
RICE-00854,Maize,F032,Razole,2669,20.12,69.03,B,277,8.3,90.1
RICE-00855,Chilli,F255,Konaseema,3701,23.83,67.68,B,70,17.4,58.1
RICE-00856,Rice,F113,Kothapeta,2115,25.18,61.95,A,38,43.0,86.9
RICE-00857,Rice,F175,Razole,582,24.9,59.73,B,140,10.8,64.7
RICE-00858,Wheat,F157,Razole,1964,24.33,62.54,A,162,10.8,71.2
RICE-00859,Chilli,F220,Kothapeta,2476,27.04,76.49,B,176,19.4,100.0
RICE-00860,Chilli,F222,Konaseema,2946,24.32,57.68,A,201,28.5,76.2
RICE-00861,Chilli,F089,Rajahmundry,3398,19.69,64.37,A,299,21.7,68.9
RICE-00862,Rice,F254,Rajahmundry,1614,43.86,66.83,A,230,50.5,41.7
RICE-00863,Chilli,F112,Razole,3246,30.76,80.6,A,17,17.6,65.8
RICE-00864,Chilli,F250,Konaseema,3342,31.22,62.0,C,35,37.7,73.3
RICE-00865,Wheat,F122,Konaseema,3994,19.3,74.59,A,10,18.2,98.7
RICE-00866,Chilli,F034,Amalapuram,2849,28.49,77.32,B,124,0.5,80.6
RICE-00867,Chilli,F228,Konaseema,4147,39.85,64.36,B,111,50.4,46.3
RICE-00868,Maize,F010,Rajahmundry,1497,21.84,62.89,B,280,0.8,88.2
RICE-00869,Rice,F231,Amalapuram,3702,27.05,61.71,C,116,24.3,74.1
RICE-00870,Maize,F013,Amalapuram,706,26.42,62.44,A,18,2.4,100.0
RICE-00871,Rice,F062,Rajahmundry,962,42.22,73.54,A,266,33.1,48.4
RICE-00872,Rice,F181,Rajahmundry,4391,36.62,67.31,A,85,3.4,95.8
RICE-00873,Rice,F282,Amalapuram,2637,18.68,67.35,A,274,6.5,100.0
RICE-00874,Wheat,F123,Amalapuram,3293,39.47,53.75,B,234,26.9,67.2
RICE-00875,Wheat,F037,Kothapeta,3215,22.42,55.33,A,265,13.0,77.1
RICE-00876,Wheat,F070,Razole,3626,31.9,86.43,A,247,6.4,85.8
RICE-00877,Wheat,F268,Rajahmundry,1605,44.76,63.22,A,51,26.2,41.9
RICE-00878,Wheat,F218,Rajahmundry,1302,22.02,57.25,A,191,6.7,84.1
RICE-00879,Wheat,F031,Rajahmundry,691,39.26,79.31,B,129,46.1,66.9
RICE-00880,Rice,F116,Konaseema,4391,44.54,67.82,A,192,59.6,42.2
RICE-00881,Chilli,F080,Amalapuram,1506,41.83,70.78,B,226,25.3,46.1
RICE-00882,Maize,F054,Kothapeta,3088,28.15,63.62,B,155,6.4,81.1
RICE-00883,Rice,F254,Konaseema,2547,36.54,61.81,B,100,29.4,34.0
RICE-00884,Chilli,F185,Amalapuram,1230,27.38,63.3,A,275,4.8,71.0
RICE-00885,Wheat,F054,Konaseema,2362,26.16,51.17,B,202,9.6,71.7
RICE-00886,Rice,F195,Rajahmundry,874,32.48,64.12,A,266,1.2,78.2
RICE-00887,Rice,F124,Konaseema,1295,29.9,67.96,A,78,21.9,79.3
RICE-00888,Rice,F019,Konaseema,1128,30.66,83.5,B,253,33.0,73.4
RICE-00889,Maize,F135,Konaseema,4209,23.68,65.86,B,103,5.6,84.9
RICE-00890,Rice,F056,Konaseema,3053,21.77,41.66,A,143,8.5,52.8
RICE-00891,Wheat,F074,Kothapeta,4665,24.16,64.06,B,259,24.6,69.0
RICE-00892,Wheat,F263,Amalapuram,2461,23.9,92.4,A,112,2.5,75.8
RICE-00893,Chilli,F213,Rajahmundry,1406,44.1,73.66,A,82,56.3,51.9
RICE-00894,Wheat,F041,Amalapuram,3238,31.88,56.89,C,275,24.2,100.0
RICE-00895,Wheat,F255,Kothapeta,4683,26.22,70.91,A,289,12.8,80.3
RICE-00896,Wheat,F172,Razole,2896,34.15,57.58,B,100,17.5,82.7
RICE-00897,Rice,F262,Razole,580,33.84,51.46,A,98,29.6,72.8
RICE-00898,Rice,F224,Razole,1866,28.22,61.52,B,76,31.5,79.8
RICE-00899,Wheat,F102,Amalapuram,4662,22.89,65.92,B,16,11.4,61.8
RICE-00900,Rice,F160,Kothapeta,2832,34.88,46.28,B,170,6.7,77.5
RICE-00901,Rice,F159,Rajahmundry,4783,26.69,53.51,A,83,2.8,65.9
RICE-00902,Rice,F216,Rajahmundry,2791,27.63,65.1,B,256,21.8,75.8
RICE-00903,Chilli,F075,Razole,554,39.55,60.92,A,59,45.3,50.7
RICE-00904,Maize,F100,Razole,4428,22.55,68.95,C,194,9.5,63.1
RICE-00905,Wheat,F074,Rajahmundry,3933,19.66,52.85,A,156,13.0,100.0
RICE-00906,Maize,F089,Razole,3718,30.16,72.14,A,187,7.0,92.5
RICE-00907,Rice,F049,Rajahmundry,4865,23.08,53.16,B,42,14.8,99.8
RICE-00908,Maize,F011,Konaseema,1382,42.3,81.43,A,145,37.6,100.0
RICE-00909,Rice,F282,Amalapuram,4576,21.57,47.84,A,191,10.8,90.1
RICE-00910,Chilli,F023,Konaseema,1546,36.93,54.07,B,108,34.3,47.4
RICE-00911,Rice,F266,Konaseema,4868,29.55,69.17,A,263,22.2,64.4
RICE-00912,Maize,F001,Kothapeta,1361,34.65,81.64,A,163,14.4,97.2
RICE-00913,Chilli,F233,Amalapuram,2976,27.32,68.15,A,115,26.4,81.0
RICE-00914,Wheat,F099,Kothapeta,4052,29.86,70.63,A,18,13.6,100.0
RICE-00915,Maize,F155,Kothapeta,851,36.63,65.18,A,58,53.0,33.1
RICE-00916,Wheat,F085,Razole,800,23.61,54.74,A,148,5.8,100.0
RICE-00917,Chilli,F147,Rajahmundry,4324,21.63,60.1,A,126,4.2,77.6
RICE-00918,Maize,F136,Rajahmundry,771,38.87,52.88,A,262,33.4,32.4
RICE-00919,Wheat,F159,Amalapuram,3262,27.58,52.21,A,237,15.8,100.0
RICE-00920,Chilli,F118,Amalapuram,4721,15.79,69.02,B,56,1.6,64.7
RICE-00921,Wheat,F161,Razole,3266,20.39,53.77,B,181,24.6,72.7
RICE-00922,Maize,F247,Konaseema,2664,24.31,68.2,A,141,12.3,64.5
RICE-00923,Rice,F130,Kothapeta,2377,22.84,51.98,A,39,9.6,61.6
RICE-00924,Rice,F109,Kothapeta,3371,28.98,67.96,B,203,3.6,90.0
RICE-00925,Chilli,F040,Konaseema,3073,28.53,60.11,A,165,18.2,77.1
RICE-00926,Wheat,F108,Razole,2757,31.47,79.07,A,35,4.0,80.8
RICE-00927,Maize,F038,Amalapuram,1191,30.76,68.24,A,145,2.1,88.3
RICE-00928,Maize,F055,Konaseema,3482,42.36,77.36,A,222,41.2,43.3
RICE-00929,Wheat,F285,Razole,3828,37.35,57.44,B,104,49.2,50.9
RICE-00930,Wheat,F027,Konaseema,3689,28.52,65.56,C,113,9.7,74.8
RICE-00931,Wheat,F145,Razole,837,29.56,55.19,C,41,18.4,88.0
RICE-00932,Maize,F250,Konaseema,3662,27.71,60.86,A,69,12.1,89.3
RICE-00933,Wheat,F286,Kothapeta,3784,25.01,62.38,A,294,15.8,100.0
RICE-00934,Maize,F044,Rajahmundry,1325,44.47,57.74,A,190,37.1,36.1
RICE-00935,Chilli,F049,Amalapuram,4320,22.91,52.84,A,61,32.7,48.1
RICE-00936,Rice,F112,Razole,2857,29.11,50.86,A,149,6.2,80.9
RICE-00937,Rice,F166,Razole,2626,43.24,41.6,B,65,58.7,66.1
RICE-00938,Maize,F287,Rajahmundry,3752,23.68,54.44,A,138,10.1,64.5
RICE-00939,Wheat,F063,Konaseema,2794,23.69,71.27,C,52,20.1,82.2
RICE-00940,Wheat,F050,Razole,2951,20.95,49.02,A,189,19.3,74.6
RICE-00941,Maize,F076,Rajahmundry,1904,39.05,51.32,A,175,53.5,42.7
RICE-00942,Chilli,F262,Razole,4675,27.39,82.91,B,193,3.6,90.1
RICE-00943,Maize,F009,Konaseema,4862,22.69,58.64,B,138,22.8,71.5
RICE-00944,Rice,F114,Rajahmundry,1086,31.04,68.21,A,92,30.5,73.9
RICE-00945,Rice,F036,Konaseema,3799,24.2,71.42,A,82,9.4,73.1
RICE-00946,Chilli,F047,Kothapeta,605,19.97,71.63,A,72,12.3,98.5
RICE-00947,Rice,F275,Kothapeta,2160,32.11,49.78,A,134,6.8,79.4
RICE-00948,Chilli,F001,Kothapeta,4864,24.31,62.69,A,140,8.5,81.2
RICE-00949,Maize,F097,Kothapeta,1286,24.96,48.82,A,205,29.1,73.4
RICE-00950,Rice,F274,Konaseema,2196,27.21,89.46,B,25,2.0,86.9
